x y z t
0.22 0.059 9.535 5
0.22 0.059 9.535 5
0.163 0.078 9.659 5
0.163 0.078 9.659 5
0.163 0.078 9.659 6
0.163 0.078 9.659 4
0.086 0.241 9.937 5
0.086 0.241 9.937 5
0.086 0.241 9.937 5
0.086 0.241 9.937 5
0.058 -0.132 9.573 6
0.058 -0.132 9.573 5
0.058 -0.132 9.573 4
0.058 -0.132 9.573 5
0.201 0.202 8.95 6
0.201 0.202 8.95 4
0.201 0.202 8.95 6
0.201 0.202 8.95 5
0.24 0.193 9.602 4
0.24 0.193 9.602 5
0.24 0.193 9.602 5
0.24 0.193 9.602 5
0.106 0.145 9.688 6
0.106 0.145 9.688 5
0.106 0.145 9.688 4
0.106 0.145 9.688 5
0.01 -0.055 9.831 5
0.01 -0.055 9.831 5
0.01 -0.055 9.831 5
0.01 -0.055 9.831 6
-0.085 0.231 9.477 4
-0.085 0.231 9.477 5
-0.085 0.231 9.477 5
-0.085 0.231 9.477 5
0.335 0.231 9.113 5
0.335 0.231 9.113 6
0.335 0.231 9.113 5
0.335 0.231 9.113 4
0.46 0.212 9.669 5
0.46 0.212 9.669 5
0.46 0.212 9.669 5
0.048 -0.007 9.496 6
0.048 -0.007 9.496 5
0.048 -0.007 9.496 4
0.048 -0.007 9.496 5
-0.152 0.174 8.96 5
-0.152 0.174 8.96 5
-0.152 0.174 8.96 6
-0.152 0.174 8.96 5
0.163 0.04 10.492 4
0.163 0.04 10.492 5
0.163 0.04 10.492 5
0.163 0.04 10.492 5
0.307 0.068 9.64 5
0.307 0.068 9.64 6
0.307 0.068 9.64 4
0.307 0.068 9.64 5
0.019 0.231 9.219 5
0.019 0.231 9.219 5
0.019 0.231 9.219 5
0.019 0.231 9.219 6
0.153 0.155 9.669 5
0.153 0.155 9.669 4
0.153 0.155 9.669 5
0.153 0.155 9.669 5
0.153 -0.026 9.889 5
0.153 -0.026 9.889 6
0.153 -0.026 9.889 5
0.153 -0.026 9.889 4
0.268 0.336 8.902 5
0.268 0.336 8.902 5
0.268 0.336 8.902 5
0.268 0.336 8.902 5
0.106 0.231 9.86 6
0.106 0.231 9.86 4
0.106 0.231 9.86 5
0.106 0.231 9.86 5
0.067 -0.189 9.841 5
0.067 -0.189 9.841 5
0.067 -0.189 9.841 6
0.067 -0.189 9.841 4
0.125 0.269 9.381 5
0.125 0.269 9.381 5
0.125 0.269 9.381 5
0.125 0.269 9.381 5
0.144 0.183 9.4 6
0.144 0.183 9.4 5
0.144 0.183 9.4 4
0.144 0.183 9.4 5
0.086 -0.055 9.764 5
0.086 -0.055 9.764 5
0.086 -0.055 9.764 6
0.019 -0.007 10.061 5
0.019 -0.007 10.061 4
0.019 -0.007 10.061 6
0.019 -0.007 10.061 4
0.182 0.222 9.286 5
0.182 0.222 9.286 5
0.182 0.222 9.286 6
0.182 0.222 9.286 4
0.115 0.087 9.075 5
0.115 0.087 9.075 5
0.115 0.087 9.075 5
0.115 0.087 9.075 5
0.23 0.04 9.899 6
0.23 0.04 9.899 5
0.23 0.04 9.899 4
0.23 0.04 9.899 5
0.038 0.097 9.726 5
0.038 0.097 9.726 5
0.038 0.097 9.726 6
0.038 0.097 9.726 5
0.067 0.202 9.171 4
0.067 0.202 9.171 5
0.067 0.202 9.171 5
0.067 0.202 9.171 5
0.096 0.02 9.793 6
0.096 0.02 9.793 5
0.096 0.02 9.793 4
0.096 0.02 9.793 5
0.307 -0.065 9.774 5
0.307 -0.065 9.774 5
0.307 -0.065 9.774 5
0.307 -0.065 9.774 6
0.144 0.02 9.525 4
0.144 0.02 9.525 5
0.144 0.02 9.525 5
0.144 0.02 9.525 5
0.048 0.135 9.707 5
0.048 0.135 9.707 6
0.048 0.135 9.707 5
0.048 0.135 9.707 4
-0.028 0.049 9.209 5
-0.028 0.049 9.209 5
-0.028 0.049 9.209 6
-0.028 0.049 9.209 5
0.173 0.068 9.506 5
0.173 0.068 9.506 4
0.173 0.068 9.506 5
0.173 0.068 9.506 5
0.211 0.011 10.406 5
0.211 0.011 10.406 6
0.211 0.011 10.406 5
0.125 0.241 9.582 4
0.125 0.241 9.582 5
0.125 0.241 9.582 5
0.125 0.241 9.582 5
0.115 -0.036 9.247 5
0.115 -0.036 9.247 6
0.115 -0.036 9.247 4
0.115 -0.036 9.247 5
0.307 0.269 8.893 5
0.307 0.269 8.893 5
0.307 0.269 8.893 5
0.307 0.269 8.893 6
0.163 0.049 10.052 5
0.163 0.049 10.052 4
0.163 0.049 10.052 5
0.163 0.049 10.052 5
-0.008 -0.103 10.387 5
-0.008 -0.103 10.387 6
-0.008 -0.103 10.387 5
-0.008 -0.103 10.387 4
0.048 0.212 9.161 5
0.048 0.212 9.161 5
0.048 0.212 9.161 5
0.048 0.212 9.161 6
0.153 0.107 9.113 5
0.153 0.107 9.113 4
0.153 0.107 9.113 5
0.153 0.107 9.113 5
0.422 0.164 10.119 5
0.422 0.164 10.119 5
0.422 0.164 10.119 6
0.422 0.164 10.119 5
0.125 0.155 9.247 4
0.125 0.155 9.247 5
0.125 0.155 9.247 5
0.125 0.155 9.247 5
-0.123 -0.218 9.487 6
-0.123 -0.218 9.487 5
-0.123 -0.218 9.487 4
-0.123 -0.218 9.487 5
0.077 0.241 10.013 5
0.077 0.241 10.013 5
0.077 0.241 10.013 6
0.077 0.241 10.013 5
0.527 0.317 9.228 4
0.527 0.317 9.228 5
0.527 0.317 9.228 5
0.527 0.317 9.228 5
0.125 0.174 9.659 6
0.125 0.174 9.659 5
0.125 0.174 9.659 4
0.058 -0.122 9.659 5
0.058 -0.122 9.793 5
0.058 -0.122 9.793 5
0.058 -0.122 9.793 5
-0.018 0.241 9.343 6
-0.018 0.241 9.343 4
-0.018 0.241 9.343 5
-0.018 0.241 9.343 5
0.144 0.116 9.592 5
0.144 0.116 9.592 5
0.144 0.116 9.592 6
0.144 0.116 9.592 5
0.287 -0.074 10.042 4
0.287 -0.074 10.042 5
0.287 -0.074 10.042 5
0.287 -0.074 10.042 5
0.067 0.26 9.448 6
0.067 0.26 9.448 5
0.067 0.26 9.448 4
0.067 0.26 9.448 5
0.22 0.145 9.496 6
0.22 0.145 9.496 4
0.22 0.145 9.496 6
0.22 0.145 9.496 5
0.086 0.164 9.238 4
0.086 0.164 9.238 5
0.086 0.164 9.238 5
0.086 0.164 9.238 5
0.24 0.135 10.157 5
0.24 0.135 10.157 6
0.24 0.135 10.157 4
0.24 0.135 10.157 5
0.144 0.231 10.148 5
0.144 0.231 10.148 5
0.144 0.231 10.148 5
0.144 0.231 10.148 6
0.163 0.087 9.439 5
0.163 0.087 9.439 4
0.163 0.087 9.439 5
0.163 0.087 9.439 5
0.211 0.202 9.113 5
0.211 0.202 9.113 6
0.211 0.202 9.113 5
0.211 0.202 9.113 4
0.201 -0.065 9.774 5
0.201 -0.065 9.774 5
0.201 -0.065 9.774 5
0.201 -0.065 9.774 6
0.0 0.212 9.362 5
0.0 0.212 9.362 4
0.0 0.212 9.362 5
0.0 0.212 9.362 5
0.125 0.001 10.339 5
0.125 0.001 10.339 5
0.125 0.001 10.339 6
-0.095 0.059 9.544 4
-0.095 0.059 9.544 5
-0.095 0.059 9.544 5
-0.095 0.059 9.544 5
0.402 0.327 9.008 5
0.402 0.327 9.008 6
0.402 0.327 9.008 5
0.402 0.327 9.008 4
0.364 0.145 10.176 5
0.364 0.145 10.176 5
0.364 0.145 10.176 5
0.364 0.145 10.176 6
-0.162 0.059 9.487 5
-0.162 0.059 9.487 4
-0.162 0.059 9.487 5
-0.162 0.059 9.487 5
-0.028 0.03 9.381 5
-0.028 0.03 9.381 6
-0.028 0.03 9.381 5
-0.028 0.03 9.381 4
0.211 0.164 9.707 5
0.211 0.164 9.707 5
0.211 0.164 9.707 5
0.211 0.164 9.707 5
0.24 0.183 9.755 6
0.24 0.183 9.755 4
0.24 0.183 9.755 5
0.24 0.183 9.755 5
0.144 0.02 9.966 5
0.144 0.02 9.966 5
0.144 0.02 9.966 6
0.144 0.02 9.966 5
0.278 0.174 9.678 4
0.278 0.174 9.678 5
0.278 0.174 9.678 5
0.278 0.174 9.678 5
0.096 0.336 8.855 6
0.096 0.336 8.855 5
0.096 0.336 8.855 4
0.096 0.336 8.855 5
0.048 -0.036 9.812 5
0.048 -0.036 9.812 5
0.048 -0.036 9.812 6
0.048 -0.036 9.812 5
0.163 0.087 10.722 4
0.163 0.087 10.722 6
0.163 0.087 10.722 4
0.163 0.087 10.722 5
0.307 0.107 9.161 5
0.307 0.107 9.161 6
0.307 0.107 9.161 4
0.067 0.126 9.276 5
0.067 0.126 9.276 5
0.067 0.126 9.276 5
0.067 0.126 9.276 5
0.077 0.097 9.879 6
0.077 0.097 9.879 5
0.077 0.097 9.879 4
0.077 0.097 9.879 5
0.268 0.02 9.688 5
0.268 0.02 9.688 5
0.268 0.02 9.688 6
0.268 0.02 9.688 5
0.106 0.135 9.803 4
0.106 0.135 9.803 5
0.106 0.135 9.803 5
0.106 0.135 9.803 5
0.0 0.107 9.496 6
0.0 0.107 9.496 5
0.0 0.107 9.496 4
0.0 0.107 9.496 5
0.153 0.155 9.324 5
0.153 0.155 9.324 5
0.153 0.155 9.324 5
0.153 0.155 9.324 6
0.45 0.212 10.08 4
0.45 0.212 10.08 5
0.45 0.212 10.08 5
0.45 0.212 10.08 5
0.019 0.135 9.353 5
0.019 0.135 9.353 6
0.019 0.135 9.353 5
0.019 0.135 9.353 4
0.029 -0.094 9.621 5
0.029 -0.094 9.621 5
0.029 -0.094 9.621 6
0.029 -0.094 9.621 5
0.173 0.097 9.803 5
0.173 0.097 9.803 4
0.173 0.097 9.803 5
0.173 0.097 9.803 5
0.355 0.336 9.439 5
0.355 0.336 9.439 6
0.355 0.336 9.439 5
0.355 0.336 9.439 4
0.259 0.183 10.042 5
0.259 0.183 10.042 5
0.259 0.183 10.042 5
0.259 0.183 10.042 5
0.038 -0.161 9.908 6
0.038 -0.161 9.908 4
0.038 -0.161 9.908 5
0.038 -0.161 9.908 5
0.029 0.289 8.989 5
0.029 0.289 8.989 5
0.029 0.289 8.989 6
0.125 0.317 9.525 5
0.125 0.317 9.525 4
0.125 0.317 9.525 5
0.125 0.317 9.525 5
0.23 0.04 10.291 5
0.23 0.04 10.291 6
0.23 0.04 10.291 5
0.23 0.04 10.291 4
0.316 -0.046 9.458 5
0.316 -0.046 9.458 5
0.316 -0.046 9.458 5
0.316 -0.046 9.458 5
0.201 0.346 9.142 6
0.201 0.346 9.142 4
0.201 0.346 9.142 5
0.201 0.346 9.142 5
0.067 0.193 9.602 5
0.067 0.193 9.602 5
0.067 0.193 9.602 6
0.067 0.193 9.602 5
0.23 0.03 9.87 4
0.23 0.03 9.87 5
0.23 0.03 9.87 5
0.23 0.03 9.87 5
-0.008 0.03 9.994 6
-0.008 0.03 9.994 5
-0.008 0.03 9.994 4
-0.008 0.03 9.994 5
0.22 0.356 9.314 5
0.22 0.356 9.314 5
0.22 0.356 9.314 6
0.22 0.356 9.314 5
0.115 -0.017 9.525 4
0.115 -0.017 9.525 5
0.115 -0.017 9.525 5
0.115 -0.017 9.525 5
0.565 0.164 9.563 5
0.565 0.164 9.563 6
0.565 0.164 9.563 4
0.565 0.164 9.563 5
0.029 0.174 9.333 5
0.029 0.174 9.333 5
0.029 0.174 9.333 5
0.029 0.174 9.333 6
-0.2 -0.046 10.138 5
-0.2 -0.046 10.138 4
-0.2 -0.046 10.138 5
-0.2 -0.046 10.138 5
0.192 0.193 9.851 5
0.192 0.193 9.851 6
0.192 0.193 9.851 5
0.335 0.183 9.008 4
0.335 0.183 9.008 5
0.335 0.183 9.008 5
0.335 0.183 9.008 5
0.249 0.03 9.966 6
0.249 0.03 9.966 5
0.249 0.03 9.966 4
0.249 0.03 9.966 5
0.058 0.078 9.927 6
0.058 0.078 9.927 4
0.058 0.078 9.927 5
0.058 0.078 9.927 6
0.163 0.26 8.998 4
0.163 0.26 8.998 5
0.163 0.26 8.998 5
0.163 0.26 8.998 5
0.086 0.011 9.333 5
0.086 0.011 9.333 6
0.086 0.011 9.333 5
0.086 0.011 9.333 4
0.278 -0.065 10.387 5
0.278 -0.065 10.387 5
0.278 -0.065 10.387 5
0.278 -0.065 10.387 6
0.173 0.25 9.573 5
0.173 0.25 9.573 4
0.173 0.25 9.573 5
0.173 0.25 9.573 5
0.106 0.126 9.515 5
0.106 0.126 9.515 6
0.106 0.126 9.515 5
0.106 0.126 9.515 4
0.01 0.001 9.199 5
0.01 0.001 9.199 5
0.01 0.001 9.199 5
0.01 0.001 9.199 5
0.163 0.126 9.697 6
0.163 0.126 9.697 4
0.163 0.126 9.697 5
0.163 0.126 9.697 5
0.297 0.174 10.32 5
0.297 0.174 10.32 5
0.297 0.174 10.32 6
0.297 0.174 10.32 5
0.096 -0.026 9.535 4
0.096 -0.026 9.535 5
0.096 -0.026 9.535 5
0.096 -0.026 9.535 5
-0.085 0.049 9.247 6
-0.085 0.049 9.247 5
-0.085 0.049 9.247 4
0.479 0.231 9.506 5
0.479 0.231 9.506 5
0.479 0.231 9.506 5
0.479 0.231 9.506 6
-0.085 -0.18 9.937 5
-0.085 -0.18 9.937 4
-0.085 -0.18 9.937 5
-0.085 -0.18 9.937 5
0.019 0.049 9.688 5
0.019 0.049 9.688 5
0.019 0.049 9.688 6
0.019 0.049 9.688 4
0.201 0.222 9.343 5
0.201 0.222 9.343 5
0.201 0.222 9.343 5
0.201 0.222 9.343 5
0.326 0.231 9.496 6
0.326 0.231 9.496 5
0.326 0.231 9.496 4
0.326 0.231 9.496 5
0.106 -0.036 9.65 5
0.106 -0.036 9.65 5
0.106 -0.036 9.65 6
0.106 -0.036 9.65 5
0.077 0.04 9.669 4
0.077 0.04 9.669 5
0.077 0.04 9.669 5
0.077 0.04 9.669 5
0.038 0.126 9.266 6
0.038 0.126 9.266 5
0.038 0.126 9.266 4
0.038 0.126 9.266 5
0.106 0.02 9.956 5
0.106 0.02 9.956 5
0.106 0.02 9.956 5
0.106 0.02 9.956 6
0.144 0.059 9.831 4
0.144 0.059 9.831 6
0.144 0.059 9.831 4
0.144 0.059 9.831 5
0.345 0.097 9.372 5
0.345 0.097 9.372 6
0.345 0.097 9.372 5
0.345 0.097 9.372 4
0.163 -0.017 9.314 5
0.163 -0.017 9.314 5
0.163 -0.017 9.314 5
0.163 -0.017 9.314 6
-0.037 0.365 9.228 5
-0.037 0.365 9.228 4
-0.037 0.365 9.228 5
0.144 -0.18 10.023 5
0.144 -0.18 10.023 5
0.144 -0.18 10.023 6
0.144 -0.18 10.023 5
0.23 0.346 9.65 4
0.23 0.346 9.65 5
0.23 0.346 9.65 5
0.23 0.346 9.65 5
0.249 0.107 9.602 5
0.249 0.107 9.602 6
0.249 0.107 9.602 4
0.249 0.107 9.602 5
0.029 -0.036 9.65 5
0.029 -0.036 9.65 5
0.029 -0.036 9.65 5
0.029 -0.036 9.65 6
0.613 0.183 9.353 5
0.613 0.183 9.353 4
0.613 0.183 9.353 5
0.613 0.183 9.353 5
-0.018 0.174 9.171 5
-0.018 0.174 9.171 6
-0.018 0.174 9.171 5
-0.018 0.174 9.171 4
-0.056 -0.103 10.224 5
-0.056 -0.103 10.224 5
-0.056 -0.103 10.224 6
-0.056 -0.103 10.224 5
0.096 0.164 9.736 5
0.096 0.164 9.736 4
0.096 0.164 9.736 5
0.096 0.164 9.736 5
0.546 0.25 8.845 5
0.546 0.25 8.845 5
0.546 0.25 8.845 6
0.546 0.25 8.845 4
0.153 0.059 9.525 5
0.153 0.059 9.525 5
0.153 0.059 9.525 5
0.153 0.059 9.525 5
0.125 -0.065 9.86 6
0.125 -0.065 9.86 5
0.125 -0.065 9.86 4
0.125 -0.065 9.86 5
0.134 0.356 8.989 5
0.134 0.356 8.989 5
0.134 0.356 8.989 6
0.134 0.356 8.989 5
0.067 0.107 9.448 4
0.067 0.107 9.448 5
0.067 0.107 9.448 5
0.067 0.107 9.448 5
0.441 -0.065 9.975 6
0.441 -0.065 9.975 5
0.441 -0.065 9.975 4
0.163 0.145 9.688 5
0.163 0.145 9.688 5
0.163 0.145 9.688 5
0.163 0.145 9.688 5
0.115 0.068 9.563 6
0.115 0.068 9.563 4
0.115 0.068 9.563 5
0.115 0.068 9.563 5
0.134 0.155 8.864 5
0.134 0.155 8.864 5
0.134 0.155 8.864 6
0.134 0.155 8.864 5
0.259 0.183 9.458 4
0.259 0.183 9.458 5
0.259 0.183 9.458 5
0.259 0.183 9.458 5
0.22 0.059 10.215 6
0.22 0.059 10.215 5
0.22 0.059 10.215 4
0.22 0.059 10.215 5
0.22 0.164 9.362 5
0.22 0.164 9.362 5
0.22 0.164 9.362 6
0.22 0.164 9.362 5
0.163 0.145 9.353 4
0.163 0.145 9.353 5
0.163 0.145 9.353 5
0.163 0.145 9.353 5
0.268 0.04 9.659 5
0.268 0.04 9.659 6
0.268 0.04 9.659 4
0.268 0.04 9.659 5
0.086 0.222 9.123 5
0.086 0.222 9.123 5
0.086 0.222 9.123 5
0.086 0.222 9.123 6
0.038 -0.122 9.956 5
0.038 -0.122 9.956 4
0.038 -0.122 9.956 5
0.038 -0.122 9.956 5
0.077 0.078 9.841 5
0.077 0.078 9.841 6
0.077 0.078 9.841 5
0.077 0.078 9.841 4
0.498 0.365 8.998 5
0.498 0.365 8.998 5
0.498 0.365 8.998 5
0.498 0.365 8.998 5
0.268 0.231 9.276 6
0.268 0.231 9.276 4
0.268 0.231 9.276 5
-0.037 -0.208 10.138 6
-0.037 -0.208 10.138 4
-0.037 -0.208 10.138 5
-0.037 -0.208 10.138 6
0.01 0.107 9.314 5
0.01 0.107 9.314 4
0.01 0.107 9.314 5
0.01 0.107 9.314 5
0.163 0.116 9.439 5
0.163 0.116 9.439 6
0.163 0.116 9.439 5
0.163 0.116 9.439 4
0.402 0.193 9.515 5
0.402 0.193 9.515 5
0.402 0.193 9.515 5
0.402 0.193 9.515 6
0.067 -0.113 10.061 5
0.067 -0.113 10.061 4
0.067 -0.113 10.061 5
0.067 -0.113 10.061 5
0.297 0.241 9.219 5
0.297 0.241 9.219 5
0.297 0.241 9.219 6
0.297 0.241 9.219 4
-0.075 0.116 8.673 5
-0.075 0.116 8.673 5
-0.075 0.116 8.673 5
-0.075 0.116 8.673 5
0.125 0.059 9.966 6
0.125 0.059 9.966 5
0.125 0.059 9.966 4
0.125 0.059 9.966 5
0.067 0.155 10.262 5
0.067 0.155 10.262 5
0.067 0.155 10.262 6
0.067 0.155 10.262 5
0.192 0.126 9.017 4
0.192 0.126 9.017 5
0.192 0.126 9.017 5
0.192 0.126 9.017 5
0.106 -0.007 9.563 6
0.106 -0.007 9.563 5
0.106 -0.007 9.563 4
0.106 -0.007 9.563 5
0.345 0.04 10.033 5
0.345 0.04 10.033 5
0.345 0.04 10.033 5
0.345 0.04 10.033 6
0.115 0.394 8.644 4
0.115 0.394 8.644 5
0.115 0.394 8.644 5
-0.008 0.011 9.812 5
-0.008 0.011 9.812 5
-0.008 0.011 9.812 6
-0.008 0.011 9.812 5
-0.008 -0.122 10.071 4
-0.008 -0.122 10.071 5
-0.008 -0.122 10.071 5
-0.008 -0.122 10.071 5
0.316 0.155 9.046 6
0.316 0.155 9.046 5
0.316 0.155 9.046 4
0.316 0.155 9.046 5
0.173 0.155 9.592 5
0.173 0.155 9.592 5
0.173 0.155 9.592 6
0.173 0.155 9.592 5
-0.171 -0.017 9.822 4
-0.171 -0.017 9.822 5
-0.171 -0.017 9.822 5
-0.171 -0.017 9.822 5
0.086 0.049 9.372 5
0.086 0.049 9.372 6
0.086 0.049 9.372 4
0.086 0.049 9.372 5
0.268 0.375 9.621 5
0.268 0.375 9.621 5
0.268 0.375 9.621 5
0.268 0.375 9.621 6
0.297 0.202 9.247 5
0.297 0.202 9.247 5
0.297 0.202 9.247 4
0.297 0.202 9.247 5
0.115 0.011 9.774 5
0.115 0.011 9.774 6
0.115 0.011 9.774 5
0.115 0.011 9.774 4
0.067 0.068 9.573 5
0.067 0.068 9.573 5
0.067 0.068 9.573 5
0.067 0.068 9.573 6
0.0 0.384 9.219 5
0.0 0.384 9.219 4
0.0 0.384 9.219 5
0.0 0.384 9.219 5
0.134 0.078 9.717 5
0.134 0.078 9.717 5
0.134 0.078 9.717 6
0.134 0.078 9.717 4
0.23 0.049 9.994 5
0.23 0.049 9.994 5
0.23 0.049 9.994 5
0.144 0.155 9.429 5
0.144 0.155 9.429 6
0.144 0.155 9.429 5
0.144 0.155 9.429 4
0.134 0.116 9.659 5
0.134 0.116 9.659 5
0.134 0.116 9.659 5
0.134 0.116 9.659 6
0.134 0.308 8.979 5
0.134 0.308 8.979 4
0.134 0.308 8.979 5
0.134 0.308 8.979 5
0.22 0.04 9.831 5
0.22 0.04 9.831 6
0.22 0.04 9.831 5
0.22 0.04 9.831 4
-0.171 0.03 10.138 5
-0.171 0.03 10.138 5
-0.171 0.03 10.138 6
-0.171 0.03 10.138 4
0.058 0.107 9.544 6
0.058 0.107 9.544 4
0.058 0.107 9.544 5
0.058 0.107 9.544 5
0.479 0.289 8.922 5
0.479 0.289 8.922 5
0.479 0.289 8.922 6
0.479 0.289 8.922 5
0.278 0.155 9.994 4
0.278 0.155 9.994 5
0.278 0.155 9.994 5
0.278 0.155 9.994 5
-0.114 0.049 9.333 6
-0.114 0.049 9.333 5
-0.114 0.049 9.333 4
-0.114 0.049 9.333 5
-0.075 0.001 9.812 5
-0.075 0.001 9.812 5
-0.075 0.001 9.812 6
-0.075 0.001 9.812 5
0.22 0.174 9.487 4
0.22 0.174 9.487 5
0.22 0.174 9.487 5
0.22 0.174 9.487 5
0.23 0.183 9.42 5
0.23 0.183 9.42 6
0.23 0.183 9.42 4
0.23 0.183 9.42 5
0.422 0.04 10.176 5
0.422 0.04 10.176 5
0.422 0.04 10.176 5
0.106 0.222 9.314 6
0.106 0.222 9.314 5
0.106 0.222 9.314 4
0.106 0.222 9.314 5
-0.075 0.078 8.721 5
-0.075 0.078 8.721 5
-0.075 0.078 8.721 6
-0.075 0.078 8.721 5
0.077 -0.007 9.899 4
0.077 -0.007 9.899 5
0.077 -0.007 9.899 5
0.077 -0.007 9.899 5
0.287 0.078 10.454 6
0.287 0.078 10.454 5
0.287 0.078 10.454 4
0.287 0.078 10.454 5
0.038 0.222 9.056 5
0.038 0.222 9.056 5
0.038 0.222 9.056 5
0.038 0.222 9.056 6
0.22 0.164 9.621 4
0.22 0.164 9.621 5
0.22 0.164 9.621 5
0.22 0.164 9.621 5
0.259 0.241 9.918 5
0.259 0.241 9.918 6
0.259 0.241 9.918 5
0.259 0.241 9.918 4
0.345 0.26 8.682 5
0.345 0.26 8.682 5
0.345 0.26 8.682 5
0.345 0.26 8.682 6
-0.104 0.145 10.607 5
-0.104 0.145 10.607 4
-0.104 0.145 10.607 5
-0.104 0.145 10.607 5
0.115 -0.189 9.841 5
0.115 -0.189 9.841 6
0.115 -0.189 9.841 5
0.115 -0.189 9.841 4
0.441 0.356 8.883 5
0.441 0.356 8.883 5
0.441 0.356 8.883 5
0.441 0.356 8.883 5
0.326 0.222 9.755 6
0.326 0.222 9.755 4
0.326 0.222 9.755 5
-0.085 -0.074 10.061 6
-0.085 -0.074 10.061 4
-0.085 -0.074 10.061 5
-0.085 -0.074 10.061 6
0.24 0.183 9.343 5
0.24 0.183 9.343 4
0.24 0.183 9.343 5
0.24 0.183 9.343 5
0.22 0.097 9.468 5
0.22 0.097 9.468 6
0.22 0.097 9.468 5
0.22 0.097 9.468 4
0.307 0.241 9.573 5
0.307 0.241 9.573 5
0.307 0.241 9.573 5
0.307 0.241 9.573 6
0.268 0.116 9.937 5
0.268 0.116 9.937 4
0.268 0.116 9.937 5
0.268 0.116 9.937 5
0.249 0.087 9.381 5
0.249 0.087 9.381 5
0.249 0.087 9.381 6
0.249 0.087 9.381 4
0.134 0.087 9.305 5
0.134 0.087 9.305 5
0.134 0.087 9.305 5
0.134 0.087 9.305 5
0.268 0.25 10.08 6
0.268 0.25 10.08 5
0.268 0.25 10.08 4
0.268 0.25 10.08 5
0.201 0.03 10.234 5
0.201 0.03 10.234 5
0.201 0.03 10.234 6
0.201 0.03 10.234 5
0.364 0.03 8.989 4
0.364 0.03 8.989 5
0.364 0.03 8.989 5
0.364 0.03 8.989 5
0.287 0.336 9.688 6
0.287 0.336 9.688 5
0.287 0.336 9.688 4
0.287 0.336 9.688 5
0.086 0.001 9.736 5
0.086 0.001 9.736 5
0.086 0.001 9.736 5
0.086 0.001 9.736 6
0.393 0.116 9.592 4
0.393 0.116 9.592 5
0.393 0.116 9.592 5
0.393 0.116 9.592 5
-0.075 0.068 9.755 5
-0.075 0.068 9.755 6
-0.075 0.068 9.755 5
0.374 0.068 10.052 4
0.374 0.068 10.052 5
0.374 0.068 10.052 5
0.374 0.068 10.052 5
0.326 0.279 9.381 6
0.326 0.279 9.381 5
0.326 0.279 9.381 4
0.326 0.279 9.381 5
0.479 0.202 9.353 5
0.479 0.202 9.353 5
0.479 0.202 9.353 5
0.479 0.202 9.353 6
0.106 0.135 9.525 4
0.106 0.135 9.525 5
0.106 0.135 9.525 5
0.106 0.135 9.525 5
0.038 -0.055 9.937 5
0.038 -0.055 9.937 6
0.038 -0.055 9.937 5
0.038 -0.055 9.937 4
0.201 0.279 9.889 5
0.201 0.279 9.889 5
0.201 0.279 9.889 5
0.201 0.279 9.889 6
0.316 0.222 9.276 5
0.316 0.222 9.276 5
0.316 0.222 9.276 4
0.316 0.222 9.276 5
0.479 0.04 10.013 5
0.479 0.04 10.013 6
0.479 0.04 10.013 5
0.479 0.04 10.013 4
0.058 0.135 9.841 5
0.058 0.135 9.841 5
0.058 0.135 9.841 5
0.058 0.135 9.841 5
0.249 0.107 8.855 6
0.249 0.107 8.855 4
0.249 0.107 8.855 5
0.249 0.107 8.855 5
0.125 0.193 9.582 5
0.125 0.193 9.582 5
0.125 0.193 9.582 6
0.125 0.193 9.582 5
0.297 0.03 10.205 4
0.297 0.03 10.205 5
0.297 0.03 10.205 5
0.297 0.03 10.205 5
0.153 0.193 9.592 6
0.153 0.193 9.592 5
0.153 0.193 9.592 4
0.153 0.193 9.592 5
0.211 0.087 9.506 5
0.211 0.087 9.506 5
0.211 0.087 9.506 6
0.412 0.202 9.611 5
0.412 0.202 9.611 4
0.412 0.202 9.611 5
0.412 0.202 9.611 5
0.153 0.183 9.592 5
0.153 0.183 9.592 5
0.153 0.183 9.592 6
0.153 0.183 9.592 4
0.067 0.087 10.08 5
0.067 0.087 10.08 5
0.067 0.087 10.08 6
0.067 0.087 10.08 4
0.259 0.241 9.468 6
0.259 0.241 9.468 5
0.259 0.241 9.468 4
0.259 0.241 9.468 5
0.086 0.126 9.286 5
0.086 0.126 9.286 5
0.086 0.126 9.286 6
0.086 0.126 9.286 5
0.412 -0.074 9.889 4
0.412 -0.074 9.889 5
0.412 -0.074 9.889 5
0.412 -0.074 9.889 5
0.01 0.087 9.927 6
0.01 0.087 9.927 5
0.01 0.087 9.927 4
0.01 0.087 9.927 5
0.058 0.145 9.659 5
0.058 0.145 9.659 5
0.058 0.145 9.659 5
0.058 0.145 9.659 6
0.22 0.174 9.113 4
0.22 0.174 9.113 5
0.22 0.174 9.113 5
0.22 0.174 9.113 5
0.441 0.241 9.573 5
0.441 0.241 9.573 6
0.441 0.241 9.573 5
0.441 0.241 9.573 4
0.067 0.059 10.013 5
0.067 0.059 10.013 5
0.067 0.059 10.013 5
0.067 0.059 10.013 6
0.192 0.107 9.717 5
0.192 0.107 9.717 4
0.192 0.107 9.717 5
0.192 0.107 9.717 5
0.106 0.193 9.027 5
0.106 0.193 9.027 6
0.106 0.193 9.027 5
0.058 -0.055 9.784 4
0.058 -0.055 9.784 5
0.058 -0.055 9.784 5
0.058 -0.055 9.784 5
0.24 0.183 10.157 5
