t,aX,aY,aZ
754.0079999996137,-0.461,1.362,0.780
754.0289999996137,-0.566,1.346,0.505
754.0499999996136,-0.077,1.296,0.599
754.0699999996136,0.132,1.077,0.588
754.0909999996136,0.577,0.978,1.049
754.1119999996135,0.747,0.868,1.417
754.1319999996135,0.753,0.725,1.500
754.1529999996135,0.126,0.659,1.439
754.1739999996134,-0.225,0.588,1.005
754.1939999996134,-0.467,0.396,0.791
754.2149999996134,-0.862,0.297,0.055
754.2359999996133,-0.648,0.209,-0.297
754.2569999996133,-0.577,0.170,-0.467
754.2769999996133,-0.423,0.302,-0.406
754.2979999996132,-0.203,0.417,-0.176
754.3189999996132,-0.148,0.648,-0.099
754.3389999996132,-0.450,0.758,0.022
754.3599999996131,-0.516,0.829,-0.110
754.3809999996131,-0.615,0.698,-0.198
754.4009999996131,-0.857,0.610,-0.467
754.421999999613,-0.747,0.538,-0.483
754.442999999613,-0.731,0.423,-0.522
754.462999999613,-0.846,0.494,-0.192
754.4839999996129,-0.720,0.571,0.203
754.5049999996129,-0.703,0.720,0.335
754.5259999996128,-0.769,0.802,0.659
754.5459999996128,-0.566,0.862,0.720
754.5669999996128,-0.472,0.703,0.714
754.5879999996127,-0.385,0.610,0.522
754.6079999996127,-0.220,0.505,0.368
754.6289999996127,-0.132,0.335,0.275
754.6499999996126,-0.308,0.385,0.093
754.6699999996126,-0.357,0.450,0.016
754.6909999996126,-0.412,0.610,-0.060
754.7119999996125,-0.588,0.736,-0.352
754.7319999996125,-0.412,0.846,-0.577
754.7529999996125,-0.269,0.829,-0.720
754.7739999996124,0.044,0.769,-1.044
754.7949999996124,0.275,0.670,-1.093
754.8149999996124,0.423,0.489,-1.154
754.8359999996123,0.269,0.478,-1.099
754.8569999996123,0.121,0.478,-0.884
754.8769999996123,0.033,0.582,-0.818
754.8979999996122,-0.159,0.692,-0.615
754.9189999996122,-0.110,0.813,-0.467
754.9389999996122,0.000,0.840,-0.450
754.9599999996121,0.099,0.835,-0.538
754.9809999996121,0.170,0.764,-0.560
755.0009999996121,0.231,0.615,-0.637
755.021999999612,0.060,0.582,-0.780
755.042999999612,-0.005,0.566,-0.753
755.063999999612,-0.005,0.676,-0.786
755.0839999996119,-0.005,0.775,-0.890
755.1049999996119,0.209,0.961,-0.890
755.1259999996118,0.461,1.093,-0.945
755.1459999996118,0.786,1.121,-1.219
755.1669999996118,0.923,1.121,-1.307
755.1879999996117,1.066,1.000,-1.423
755.2079999996117,0.764,0.967,-1.549
755.2289999996117,0.538,0.945,-1.395
755.2499999996116,0.412,0.989,-1.351
755.2699999996116,0.187,1.033,-1.176
755.2909999996116,0.264,1.143,-1.016
755.3119999996115,0.456,1.181,-0.983
755.3329999996115,0.593,1.170,-1.055
755.3529999996115,0.637,1.192,-1.038
755.3739999996114,0.720,1.154,-1.077
755.3949999996114,0.368,1.165,-1.016
755.4149999996114,0.187,1.285,-0.807
755.4359999996113,0.115,1.472,-0.709
755.4569999996113,-0.038,1.522,-0.450
755.4769999996113,0.082,1.714,-0.324
755.4979999996112,0.335,1.708,-0.275
755.5189999996112,0.566,1.659,-0.363
755.5389999996112,0.654,1.577,-0.401
755.5599999996111,0.829,1.417,-0.461
755.5809999996111,0.500,1.340,-0.478
755.601999999611,0.275,1.373,-0.379
755.621999999611,0.159,1.445,-0.330
755.642999999611,-0.082,1.434,-0.291
755.663999999611,-0.027,1.626,-0.313
755.6839999996109,0.203,1.664,-0.363
755.7049999996109,0.390,1.642,-0.549
755.7259999996108,0.423,1.769,-0.604
755.7459999996108,0.544,1.857,-0.670
755.7669999996108,0.071,1.851,-0.632
755.7879999996107,-0.286,2.109,-0.516
755.8079999996107,-0.582,2.197,-0.428
755.8289999996107,-1.093,2.170,-0.363
755.8499999996106,-1.154,2.219,-0.374
755.8709999996106,-1.000,2.076,-0.406
755.8909999996106,-0.632,1.983,-0.632
755.9119999996105,-0.374,1.912,-0.736
755.9329999996105,0.005,1.791,-0.840
755.9529999996105,-0.016,1.741,-0.956
755.9739999996104,-0.187,1.736,-0.928
755.9949999996104,-0.335,1.637,-0.895
756.0149999996104,-0.643,1.577,-0.829
756.0359999996103,-0.720,1.505,-0.758
756.0569999996103,-0.626,1.406,-0.709
756.0769999996103,-0.450,1.340,-0.769
756.0979999996102,-0.423,1.406,-0.846
756.1189999996102,-0.297,1.450,-0.917
756.1399999996102,-0.434,1.461,-1.121
756.1599999996101,-0.610,1.544,-1.181
756.1809999996101,-0.731,1.467,-1.219
756.20199999961,-0.840,1.439,-1.258
756.22199999961,-0.846,1.296,-1.225
756.24299999961,-0.615,1.176,-1.203
756.26399999961,-0.341,1.137,-1.351
756.2839999996099,-0.302,1.170,-1.467
756.3049999996099,-0.137,1.252,-1.588
756.3259999996098,-0.297,1.274,-1.851
756.3459999996098,-0.467,1.368,-1.901
756.3669999996098,-0.560,1.274,-1.923
756.3879999996097,-0.544,1.252,-1.868
756.4089999996097,-0.511,1.027,-1.741
756.4289999996097,-0.104,0.786,-1.582
756.4499999996096,0.280,0.725,-1.412
756.4709999996096,0.313,0.555,-1.258
756.4909999996096,0.533,0.516,-1.104
756.5119999996095,0.401,0.500,-0.989
756.5329999996095,0.209,0.599,-0.868
756.5529999996095,0.099,0.626,-0.742
756.5739999996094,0.016,0.626,-0.621
756.5949999996094,-0.077,0.544,-0.511
756.6149999996094,0.181,0.406,-0.368
756.6359999996093,0.406,0.352,-0.297
756.6569999996093,0.357,0.324,-0.247
756.6779999996093,0.505,0.428,-0.214
756.6979999996092,0.302,0.445,-0.302
756.7189999996092,0.099,0.637,-0.313
756.7399999996092,-0.033,0.692,-0.335
756.7599999996091,-0.044,0.681,-0.357
756.7809999996091,-0.143,0.588,-0.319
756.801999999609,0.269,0.428,-0.264
756.821999999609,0.577,0.357,-0.209
756.842999999609,0.489,0.247,-0.181
756.863999999609,0.604,0.291,-0.148
756.8839999996089,0.313,0.280,-0.236
756.9049999996089,0.066,0.478,-0.291
756.9259999996088,-0.181,0.604,-0.341
756.9469999996088,-0.231,0.621,-0.352
756.9669999996088,-0.379,0.648,-0.275
756.9879999996087,0.099,0.632,-0.115
757.0089999996087,0.500,0.588,0.159
757.0289999996087,0.472,0.621,0.297
757.0499999996086,0.703,0.714,0.538
757.0709999996086,0.511,0.714,0.626
757.0909999996086,0.313,0.824,0.610
757.1119999996085,0.000,0.824,0.588
757.1329999996085,-0.148,0.758,0.538
757.1529999996085,-0.302,0.610,0.555
757.1739999996084,-0.093,0.549,0.703
757.1949999996084,0.044,0.483,0.890
757.2159999996084,-0.027,0.626,0.950
757.2359999996083,-0.099,0.857,1.082
757.2569999996083,-0.357,0.917,0.961
757.2779999996083,-0.527,1.159,0.840
757.2979999996082,-0.709,1.181,0.659
757.3189999996082,-0.549,1.159,0.374
757.3399999996082,-0.571,0.961,0.264
757.3599999996081,-0.110,0.786,0.225
757.3809999996081,0.170,0.687,0.302
757.401999999608,0.181,0.665,0.313
757.421999999608,-0.038,0.758,0.555
757.442999999608,-0.428,0.780,0.659
757.463999999608,-0.621,0.906,0.626
757.4849999996079,-0.978,0.890,0.654
757.5049999996079,-0.851,0.857,0.505
757.5259999996078,-0.895,0.648,0.417
757.5469999996078,-0.423,0.527,0.423
757.5669999996078,-0.148,0.450,0.511
757.5879999996077,-0.159,0.478,0.494
757.6089999996077,-0.428,0.643,0.802
757.6289999996077,-0.813,0.703,1.005
757.6499999996076,-1.022,0.912,1.000
757.6709999996076,-1.335,0.956,1.181
757.6909999996076,-1.148,0.956,1.055
757.7119999996075,-1.198,0.846,0.950
757.7329999996075,-0.780,0.780,0.736
757.7539999996075,-0.544,0.725,0.445
757.7739999996074,-0.555,0.769,0.324
757.7949999996074,-0.786,0.934,0.258
757.8159999996074,-0.994,0.989,0.231
757.8359999996073,-1.170,1.159,0.181
757.8569999996073,-1.176,1.219,0.269
757.8779999996073,-0.736,1.214,0.225
757.8979999996072,-0.698,1.049,0.176
757.9189999996072,-0.088,0.967,0.126
757.9399999996072,0.209,0.890,0.022
757.9599999996071,0.170,0.835,-0.027
757.9809999996071,-0.291,0.950,0.044
758.001999999607,-0.742,0.989,0.203
758.022999999607,-1.022,1.132,0.214
758.042999999607,-1.379,1.258,0.434
758.063999999607,-1.071,1.280,0.472
758.0849999996069,-1.088,1.203,0.467
758.1049999996069,-0.472,1.208,0.346
758.1259999996068,-0.044,1.154,0.176
758.1469999996068,-0.033,1.110,0.110
758.1669999996068,-0.297,1.269,0.005
758.1879999996067,-0.621,1.296,0.016
758.2089999996067,-0.873,1.445,-0.005
758.2289999996067,-1.187,1.604,0.071
758.2499999996066,-0.901,1.648,0.027
758.2709999996066,-0.912,1.571,0.005
758.2919999996066,-0.313,1.560,-0.203
758.3119999996065,0.137,1.505,-0.478
758.3329999996065,0.181,1.379,-0.582
758.3539999996065,-0.005,1.467,-0.824
758.3739999996064,-0.346,1.478,-0.890
758.3949999996064,-0.588,1.577,-0.934
758.4159999996064,-1.049,1.730,-0.829
758.4359999996063,-0.829,1.774,-0.736
758.4569999996063,-0.824,1.763,-0.731
758.4779999996063,-0.121,1.752,-0.709
758.4979999996062,0.500,1.708,-0.824
758.5189999996062,0.665,1.609,-0.895
758.5399999996062,0.654,1.604,-1.137
758.5609999996061,0.352,1.571,-1.340
758.5809999996061,0.159,1.527,-1.439
758.601999999606,-0.363,1.494,-1.609
758.622999999606,-0.269,1.434,-1.664
758.642999999606,-0.247,1.313,-1.730
758.663999999606,0.302,1.291,-1.730
758.6849999996059,0.835,1.252,-1.659
758.7049999996059,1.027,1.285,-1.686
758.7259999996058,1.071,1.335,-1.555
758.7469999996058,0.928,1.351,-1.423
758.7669999996058,0.813,1.335,-1.434
758.7879999996057,0.341,1.302,-1.296
758.8089999996057,0.352,1.236,-1.148
758.8299999996057,0.319,1.132,-1.154
758.8499999996056,0.610,1.132,-0.928
758.8709999996056,1.022,1.110,-0.698
758.8919999996056,1.170,1.198,-0.670
758.9119999996055,1.154,1.296,-0.423
758.9329999996055,1.000,1.362,-0.253
758.9539999996055,0.868,1.395,-0.258
758.9739999996054,0.319,1.368,-0.159
758.9949999996054,0.291,1.307,-0.137
759.0159999996054,0.236,1.154,-0.187
759.0359999996053,0.428,1.137,-0.253
759.0569999996053,0.840,1.115,-0.330
759.0779999996053,0.994,1.159,-0.412
759.0989999996052,1.005,1.192,-0.599
759.1189999996052,0.956,1.198,-0.753
759.1399999996052,0.857,1.038,-0.862
759.1609999996051,0.363,0.912,-1.088
759.1809999996051,0.385,0.791,-1.181
759.201999999605,0.363,0.621,-1.269
759.222999999605,0.522,0.665,-1.258
759.242999999605,0.945,0.698,-1.137
759.263999999605,1.121,0.895,-1.132
759.2849999996049,1.181,1.049,-0.923
759.3049999996049,1.247,1.181,-0.709
759.3259999996048,1.208,1.208,-0.665
759.3469999996048,0.868,1.176,-0.456
759.3679999996048,0.978,1.132,-0.346
759.3879999996047,0.978,0.879,-0.335
759.4089999996047,1.088,0.786,-0.269
759.4299999996047,1.368,0.703,-0.214
759.4499999996046,1.478,0.626,-0.220
759.4709999996046,1.280,0.654,-0.154
759.4919999996046,1.225,0.703,-0.038
759.5119999996045,1.132,0.681,-0.016
759.5329999996045,0.835,0.665,0.143
759.5539999996045,1.033,0.626,0.269
759.5739999996044,1.137,0.461,0.302
759.5949999996044,1.406,0.445,0.396
759.6159999996044,1.708,0.417,0.456
759.6369999996043,1.857,0.483,0.450
759.6569999996043,1.637,0.571,0.428
759.6779999996043,1.500,0.681,0.428
759.6989999996042,1.384,0.742,0.390
759.7189999996042,1.000,0.742,0.346
759.7399999996042,1.016,0.714,0.335
759.7609999996041,1.033,0.516,0.308
759.7809999996041,1.088,0.450,0.247
759.801999999604,1.165,0.379,0.231
759.822999999604,1.214,0.363,0.181
759.842999999604,0.890,0.428,0.066
759.863999999604,0.692,0.516,0.016
759.8849999996039,0.577,0.593,-0.044
759.9059999996039,0.379,0.632,-0.198
759.9259999996038,0.467,0.665,-0.225
759.9469999996038,0.582,0.637,-0.280
759.9679999996038,0.736,0.654,-0.368
759.9879999996037,0.769,0.659,-0.313
760.0089999996037,0.813,0.670,-0.330
760.0299999996037,0.423,0.687,-0.264
760.0499999996036,0.198,0.703,-0.104
760.0709999996036,0.082,0.654,-0.060
760.0919999996036,-0.055,0.643,0.027
760.1119999996035,0.082,0.632,0.115
760.1329999996035,0.291,0.621,0.115
760.1539999996035,0.549,0.632,0.049
760.1749999996034,0.632,0.703,0.049
760.1949999996034,0.753,0.742,-0.005
760.2159999996034,0.406,0.775,-0.082
760.2369999996033,0.192,0.846,-0.027
760.2569999996033,0.088,0.835,-0.060
760.2779999996033,-0.187,0.829,-0.176
760.2989999996032,-0.209,0.879,-0.280
760.3189999996032,-0.099,0.939,-0.385
760.3399999996032,-0.137,0.967,-0.846
760.3609999996031,-0.181,1.104,-1.060
760.3809999996031,-0.148,1.214,-1.230
760.401999999603,-0.527,1.219,-1.445
760.422999999603,-0.681,1.307,-1.269
760.443999999603,-0.703,1.329,-1.219
760.463999999603,-0.780,1.313,-0.939
760.4849999996029,-0.681,1.379,-0.643
760.5059999996029,-0.445,1.423,-0.544
760.5259999996028,-0.379,1.412,-0.555
760.5469999996028,-0.401,1.566,-0.555
760.5679999996028,-0.335,1.686,-0.615
760.5879999996027,-0.709,1.697,-0.731
760.6089999996027,-0.868,1.923,-0.538
760.6299999996027,-0.901,2.038,-0.478
760.6499999996026,-1.055,2.032,-0.176
760.6709999996026,-1.066,2.170,0.126
760.6919999996026,-0.950,2.148,0.247
760.7129999996025,-0.989,2.093,0.192
760.7329999996025,-0.967,2.148,0.060
760.7539999996025,-0.813,2.137,-0.099
760.7749999996024,-0.797,2.098,-0.577
760.7949999996024,-0.742,2.203,-0.753
760.8159999996024,-0.582,2.164,-0.890
760.8369999996023,-0.599,2.109,-0.934
760.8569999996023,-0.626,2.120,-0.797
760.8779999996023,-0.566,2.054,-0.742
760.8989999996022,-0.692,1.994,-0.648
760.9189999996022,-0.742,2.027,-0.654
760.9399999996022,-0.676,2.005,-0.692
760.9609999996021,-0.566,1.967,-0.851
760.9819999996021,-0.494,1.978,-0.857
761.001999999602,-0.247,1.851,-0.884
761.022999999602,-0.033,1.791,-0.681
761.043999999602,-0.033,1.659,-0.396
761.063999999602,0.077,1.511,-0.209
761.0849999996019,-0.121,1.461,0.159
761.1059999996019,-0.258,1.412,0.341
761.1259999996018,-0.330,1.406,0.445
761.1469999996018,-0.357,1.406,0.478
761.1679999996018,-0.379,1.472,0.566
761.1879999996017,-0.154,1.467,0.604
761.2089999996017,0.033,1.467,0.818
761.2299999996017,0.005,1.428,1.038
761.2509999996016,0.126,1.335,1.187
761.2709999996016,-0.060,1.291,1.307
761.2919999996016,-0.247,1.198,1.269
761.3129999996015,-0.335,1.077,1.203
761.3329999996015,-0.472,1.044,0.786
761.3539999996015,-0.593,0.939,0.555
761.3749999996014,-0.450,0.868,0.363
761.3949999996014,-0.330,0.846,0.148
761.4159999996014,-0.406,0.807,0.165
761.4369999996013,-0.247,0.731,0.187
761.4569999996013,-0.291,0.709,0.176
761.4779999996013,-0.428,0.637,0.115
761.4989999996012,-0.385,0.571,0.038
761.5199999996012,-0.412,0.538,-0.319
761.5399999996012,-0.527,0.472,-0.483
761.5609999996011,-0.324,0.379,-0.632
761.5819999996011,-0.209,0.346,-0.731
761.601999999601,-0.308,0.203,-0.626
761.622999999601,-0.049,0.027,-0.505
761.643999999601,0.066,-0.049,-0.379
761.663999999601,-0.044,-0.214,-0.357
761.6849999996009,0.121,-0.280,-0.346
761.7059999996009,0.066,-0.319,-0.577
761.7259999996008,-0.093,-0.203,-0.687
761.7469999996008,-0.071,-0.066,-0.797
761.7679999996008,-0.132,-0.060,-0.917
761.7889999996007,-0.286,0.077,-0.846
761.8089999996007,-0.176,0.093,-0.736
761.8299999996007,-0.137,0.071,-0.648
761.8509999996006,-0.264,0.000,-0.582
761.8709999996006,-0.159,-0.071,-0.527
761.8919999996006,-0.170,-0.132,-0.709
761.9129999996005,-0.297,-0.148,-0.818
761.9329999996005,-0.209,-0.066,-0.939
761.9539999996005,-0.148,-0.093,-1.148
761.9749999996004,-0.258,-0.016,-1.165
761.9949999996004,-0.082,-0.016,-1.154
762.0159999996004,-0.038,-0.060,-1.208
762.0369999996003,-0.126,-0.154,-1.219
762.0579999996003,-0.132,-0.203,-1.247
762.0779999996003,-0.187,-0.269,-1.335
762.0989999996002,-0.280,-0.203,-1.313
762.1199999996002,-0.220,-0.055,-1.274
762.1399999996001,-0.060,-0.044,-1.093
762.1609999996001,-0.093,0.132,-0.917
762.1819999996001,0.132,0.192,-0.665
762.2019999996,0.297,0.170,-0.385
762.2229999996,0.269,0.104,-0.258
762.2439999996,0.341,0.060,-0.115
762.2639999996,0.401,-0.011,-0.082
762.2849999995999,0.335,0.011,-0.066
762.3059999995999,0.423,0.115,-0.033
762.3269999995998,0.604,0.143,-0.082
762.3469999995998,0.566,0.363,-0.126
762.3679999995998,0.747,0.516,-0.225
762.3889999995997,0.917,0.560,-0.417
762.4089999995997,0.879,0.670,-0.505
762.4299999995997,1.005,0.692,-0.604
762.4509999995996,1.198,0.676,-0.709
762.4709999995996,1.159,0.687,-0.731
762.4919999995996,1.335,0.720,-0.692
762.5129999995995,1.533,0.720,-0.637
762.5329999995995,1.489,0.807,-0.621
762.5539999995995,1.571,0.917,-0.472
762.5749999995994,1.642,0.934,-0.346
762.5959999995994,1.555,1.066,-0.302
762.6159999995994,1.527,1.170,-0.071
762.6369999995993,1.620,1.181,0.115
762.6579999995993,1.527,1.236,0.159
762.6779999995993,1.599,1.258,0.379
762.6989999995992,1.774,1.225,0.472
762.7199999995992,1.703,1.236,0.472
762.7399999995991,1.791,1.302,0.615
762.7609999995991,1.934,1.307,0.758
762.7819999995991,1.846,1.456,0.780
762.801999999599,1.868,1.642,1.143
762.822999999599,1.972,1.703,1.456
762.843999999599,1.868,1.906,1.505
762.8649999995989,1.846,2.093,1.752
762.8849999995989,1.928,2.142,1.653
762.9059999995989,1.829,2.313,1.544
762.9269999995988,1.769,2.488,1.285
762.9469999995988,1.846,2.538,0.978
762.9679999995988,1.730,2.681,0.851
762.9889999995987,1.725,2.796,0.895
763.0089999995987,1.862,2.818,1.115
763.0299999995987,1.769,2.834,1.115
763.0509999995986,1.758,2.889,1.522
763.0709999995986,1.813,2.873,1.593
763.0919999995986,1.703,2.807,1.544
763.1129999995985,1.566,2.845,1.384
763.1339999995985,1.571,2.818,1.055
763.1539999995985,1.456,2.785,0.945
763.1749999995984,1.357,2.867,0.709
763.1959999995984,1.417,2.862,0.621
763.2159999995984,1.340,2.873,0.571
763.2369999995983,1.241,2.988,0.665
763.2579999995983,1.198,2.988,0.632
763.2779999995983,1.093,3.021,0.610
763.2989999995982,0.851,3.137,0.396
763.3199999995982,0.791,3.148,0.049
763.3399999995981,0.709,3.115,-0.071
763.3609999995981,0.582,3.142,-0.456
763.3819999995981,0.604,3.104,-0.676
763.402999999598,0.560,2.928,-0.736
763.422999999598,0.406,2.895,-0.769
763.443999999598,0.313,2.818,-0.780
763.4649999995979,0.231,2.642,-0.791
763.4849999995979,-0.055,2.626,-0.890
763.5059999995979,-0.143,2.560,-1.110
763.5269999995978,-0.242,2.411,-1.198
763.5469999995978,-0.434,2.357,-1.467
763.5679999995978,-0.406,2.280,-1.615
763.5889999995977,-0.461,2.093,-1.670
763.6089999995977,-0.599,2.016,-1.631
763.6299999995977,-0.648,1.928,-1.599
763.6509999995976,-0.714,1.785,-1.609
763.6719999995976,-1.016,1.703,-1.692
763.6919999995976,-1.060,1.615,-1.934
763.7129999995975,-1.121,1.395,-2.021
763.7339999995975,-1.214,1.236,-2.335
763.7539999995975,-1.027,1.082,-2.472
763.7749999995974,-0.983,0.824,-2.554
763.7959999995974,-1.005,0.692,-2.494
763.8159999995974,-0.978,0.593,-2.379
763.8369999995973,-1.022,0.500,-2.368
763.8579999995973,-1.395,0.483,-2.236
763.8779999995973,-1.467,0.445,-2.170
763.8989999995972,-1.555,0.368,-2.186
763.9199999995972,-1.670,0.313,-2.104
763.9409999995971,-1.395,0.236,-1.934
763.9609999995971,-1.307,0.077,-1.928
763.9819999995971,-1.203,0.027,-1.588
764.002999999597,-1.082,-0.038,-1.291
764.022999999597,-1.077,-0.060,-1.230
764.043999999597,-1.467,-0.027,-0.967
764.0649999995969,-1.582,-0.033,-0.851
764.0849999995969,-1.686,-0.126,-0.862
764.1059999995969,-1.857,-0.187,-0.972
764.1269999995968,-1.533,-0.264,-1.055
764.1469999995968,-1.412,-0.396,-1.132
764.1679999995968,-1.198,-0.406,-0.835
764.1889999995967,-0.945,-0.417,-0.198
764.2099999995967,-0.868,-0.406,-0.016
764.2299999995967,-1.082,-0.406,1.033
764.2509999995966,-1.066,-0.412,1.868
764.2719999995966,-1.115,-0.544,2.109
764.2919999995966,-1.214,-0.593,2.681
764.3129999995965,-0.928,-0.643,2.796
764.3339999995965,-0.780,-0.654,2.774
764.3539999995965,-0.604,-0.538,2.774
764.3749999995964,-0.417,-0.412,2.972
764.3959999995964,-0.368,-0.192,3.010
764.4159999995964,-0.659,-0.082,3.428
764.4369999995963,-0.709,0.011,3.625
764.4579999995963,-0.780,-0.121,3.642
764.4789999995962,-0.873,-0.203,3.417
764.4989999995962,-0.588,-0.302,2.884
764.5199999995962,-0.406,-0.428,2.620
764.5409999995961,-0.121,-0.374,1.675
764.5609999995961,0.060,-0.280,1.071
764.5819999995961,0.165,-0.104,0.797
764.602999999596,-0.104,-0.005,0.549
764.622999999596,-0.258,0.055,0.621
764.643999999596,-0.352,-0.082,0.632
764.6649999995959,-0.467,-0.154,0.714
764.6849999995959,-0.264,-0.253,0.615
764.7059999995959,-0.082,-0.297,0.533
764.7269999995958,0.209,-0.181,0.297
764.7479999995958,0.313,-0.027,0.341
764.7679999995958,0.385,0.214,0.352
764.7889999995957,0.077,0.313,0.840
764.8099999995957,-0.143,0.379,1.434
764.8299999995957,-0.264,0.170,1.659
764.8509999995956,-0.385,0.016,2.252
764.8719999995956,-0.181,-0.198,2.472
764.8919999995956,0.038,-0.379,2.505
764.9129999995955,0.330,-0.346,2.214
764.9339999995955,0.401,-0.264,1.780
764.9539999995955,0.494,-0.033,1.527
764.9749999995954,0.099,0.071,0.851
764.9959999995954,-0.143,0.198,0.505
765.0169999995953,-0.269,0.143,0.324
765.0369999995953,-0.379,0.104,-0.071
765.0579999995953,-0.159,0.016,-0.379
765.0789999995952,0.126,0.011,-0.560
765.0989999995952,0.461,0.077,-1.181
765.1199999995952,0.593,0.247,-1.609
765.1409999995951,0.720,0.461,-1.846
765.1609999995951,0.396,0.533,-2.203
765.1819999995951,0.154,0.654,-2.115
765.202999999595,0.033,0.571,-2.104
765.222999999595,-0.242,0.527,-1.890
765.243999999595,-0.203,0.472,-1.769
765.2649999995949,-0.049,0.489,-1.758
765.2859999995949,0.005,0.549,-2.005
765.3059999995949,-0.016,0.802,-2.137
765.3269999995948,0.055,1.077,-2.247
765.3479999995948,-0.335,1.159,-2.241
765.3679999995948,-0.538,1.346,-1.873
765.3889999995947,-0.621,1.329,-1.708
765.4099999995947,-0.824,1.280,-1.230
765.4299999995947,-0.764,1.269,-0.906
765.4509999995946,-0.582,1.291,-0.797
765.4719999995946,-0.533,1.307,-0.873
